name,position,team,xP,assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
David Brooks,MID,Bournemouth,1.8,0,0,11,0,1,5.8,3,86,0.01,0.01,0.00,0.68,63,1,0,1.6,4.2,2025-10-03T19:00:00Z,84,False,10,0,0,0,2,0,7,0,44045,1,0,1,3,6.0,2,-3947,1925,5872,50,True,0
Youssef Ramalho Chermiti,FWD,Everton,0.0,0,0,0,0,0,0.0,0,312,0.00,0.00,0.00,0.00,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,8,0,0,0,0,0,7,0,10096,0,0,,,0.0,0,-579,0,579,49,True,0
Dominic Sadi,MID,Bournemouth,0.0,0,0,0,0,0,0.0,0,94,0.00,0.00,0.00,0.00,63,0,0,0.0,0.0,2025-10-03T19:00:00Z,0,False,10,0,0,0,0,0,7,0,6272,0,0,1,3,0.0,0,-850,0,850,45,True,0
Ryan McAidoo,MID,Man City,0.5,0,0,0,0,0,0.0,0,742,0.00,0.00,0.00,0.00,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,False,5,0,0,0,0,0,7,0,323,0,0,,,0.0,0,189,220,31,45,False,0
Daniel Adu-Adjei,FWD,Bournemouth,0.0,0,0,0,0,0,0.0,0,99,0.00,0.00,0.00,0.00,63,0,0,0.0,0.0,2025-10-03T19:00:00Z,0,False,10,0,0,0,0,0,7,0,30410,0,0,1,3,0.0,0,-4134,0,4134,44,True,0
Antoine Semenyo,MID,Bournemouth,10.8,1,3,63,0,1,16.5,8,82,0.10,0.76,0.66,0.89,63,1,2,17.4,92.4,2025-10-03T19:00:00Z,90,False,10,0,0,0,6,0,7,0,6771772,1,1,1,3,65.0,18,552867,587033,34166,78,True,0
Jarrad Branthwaite,DEF,Everton,0.0,0,0,0,0,0,0.0,0,290,0.00,0.00,0.00,0.00,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,8,0,0,0,0,0,7,0,23642,0,0,,,0.0,0,-1690,62,1752,53,True,0
Harrison Armstrong,MID,Everton,0.0,0,0,0,0,0,0.0,0,305,0.00,0.00,0.00,0.00,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,8,0,0,0,0,0,7,0,8218,0,0,,,0.0,0,-719,0,719,45,True,0
Jakub Kiwior,DEF,Arsenal,0.0,0,0,0,0,0,0.0,0,9,0.00,0.00,0.00,0.00,61,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,19,0,0,0,0,0,7,0,7242,0,0,,,0.0,0,-348,0,348,54,True,0
Kyle Walker-Peters,DEF,West Ham,0.3,0,0,0,0,0,0.0,0,659,0.00,0.00,0.00,0.00,61,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,1,0,0,0,0,0,7,0,39410,0,0,,,0.0,0,-1506,1011,2517,44,False,0
Ethan Wheatley,FWD,Man Utd,0.0,0,0,0,0,0,0.0,0,468,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,17,0,0,0,0,0,7,0,13930,0,0,,,0.0,0,-1269,0,1269,45,True,0
Carlos Baleba,MID,Brighton,0.8,0,0,0,0,0,0.0,0,167,0.00,0.00,0.00,0.00,70,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,20,0,0,0,0,0,7,0,294958,0,0,,,0.0,0,-12530,12095,24625,48,False,0
Lewis Miley,MID,Newcastle,1.3,0,0,0,0,0,0.0,0,497,0.00,0.00,0.00,0.00,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,16,0,0,0,0,0,7,0,262986,0,0,,,0.0,0,6181,25321,19140,44,True,0
Sander Berge,MID,Fulham,2.5,0,0,12,0,0,3.8,10,330,0.04,0.04,0.00,1.12,63,3,0,1.2,8.4,2025-10-03T19:00:00Z,90,False,4,0,0,0,8,0,7,0,7925,1,2,1,3,0.0,2,-206,253,459,50,False,0
Zépiqueno Redmond,FWD,Aston Villa,0.0,0,0,0,0,0,0.0,0,65,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,3,0,0,0,0,0,7,0,53389,0,0,,,0.0,0,-4121,0,4121,45,True,0
Fábio Soares Silva,FWD,Wolves,0.0,0,0,0,0,0,0.0,0,655,0.00,0.00,0.00,0.00,70,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,6,0,0,0,0,0,7,0,28442,0,0,,,0.0,0,-2173,0,2173,49,True,0
André Trindade da Costa Neto,MID,Wolves,1.8,0,0,0,0,0,0.0,0,643,0.00,0.00,0.00,0.00,70,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,6,0,0,0,0,0,7,0,8565,0,0,,,0.0,0,18,410,392,54,True,0
Christantus Uche,FWD,Crystal Palace,0.2,0,0,0,0,0,0.0,0,732,0.00,0.00,0.00,0.00,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,9,0,0,0,0,0,7,0,3252,0,0,,,0.0,0,5,609,604,55,False,0
Noussair Mazraoui,DEF,Man Utd,0.0,0,0,0,0,0,0.0,0,438,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,17,0,0,0,0,0,7,0,24131,0,0,,,0.0,0,-5441,80,5521,49,True,0
Shurandy Sambo,DEF,Burnley,0.0,0,0,0,0,0,0.0,0,196,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,2,0,0,0,0,0,7,0,6720,0,0,,,0.0,0,-333,0,333,40,False,0
Emmanuel Agbadou,DEF,Wolves,2.0,0,0,0,0,0,0.0,0,631,0.00,0.00,0.00,0.00,70,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,6,0,0,0,0,0,7,0,31699,0,0,,,0.0,0,-2859,871,3730,45,True,0
Ismaïla Sarr,MID,Crystal Palace,2.8,0,0,0,0,0,0.0,0,267,0.00,0.00,0.00,0.00,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,9,0,0,0,0,0,7,0,668297,0,0,,,0.0,0,356745,380670,23925,64,False,0
Elliot Anderson,MID,Nott'm Forest,2.3,0,0,0,0,0,0.0,0,517,0.00,0.00,0.00,0.00,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,15,0,0,0,0,0,7,0,493389,0,0,,,0.0,0,-60387,7997,68384,54,False,0
Lucas Digne,DEF,Aston Villa,3.3,0,0,0,0,0,0.0,0,37,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,3,0,0,0,0,0,7,0,234410,0,0,,,0.0,0,3638,12966,9328,45,True,0
Triston Rowe,DEF,Aston Villa,0.0,0,0,0,0,0,0.0,0,701,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,3,0,0,0,0,0,7,0,12716,0,0,,,0.0,0,-1378,0,1378,40,True,0
Diego León Blanco,DEF,Man Utd,0.5,0,0,0,0,0,0.0,0,439,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,17,0,0,0,0,0,7,0,6987,0,0,,,0.0,0,-179,270,449,43,True,0
Liam Delap,FWD,Chelsea,0.0,0,0,0,0,0,0.0,0,250,0.00,0.00,0.00,0.00,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,False,12,0,0,0,0,0,7,0,123616,0,0,,,0.0,0,-8730,149,8879,62,True,0
Veljko Milosavljevic,DEF,Bournemouth,1.2,0,0,3,0,0,0.0,0,721,0.00,0.00,0.00,0.20,63,0,0,0.0,0.4,2025-10-03T19:00:00Z,5,False,10,0,0,0,0,0,7,0,3651,0,0,1,3,0.0,1,-299,241,540,45,True,0
Luis Guilherme Lira dos Santos,MID,West Ham,0.3,0,0,0,0,0,0.0,0,619,0.00,0.00,0.00,0.00,61,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,1,0,0,0,0,0,7,0,2299,0,0,,,0.0,0,-27,62,89,49,False,0
James Milner,MID,Brighton,0.5,0,0,0,0,0,0.0,0,170,0.00,0.00,0.00,0.00,70,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,20,0,0,0,0,0,7,0,17975,0,0,,,0.0,0,-321,1334,1655,50,False,0
Callum Wilson,FWD,West Ham,0.0,0,0,0,0,0,0.0,0,671,0.00,0.00,0.00,0.00,61,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,1,0,0,0,0,0,7,0,49161,0,0,,,0.0,0,-3820,1875,5695,59,False,0
Rayan Aït-Nouri,DEF,Man City,0.0,0,0,0,0,0,0.0,0,402,0.00,0.00,0.00,0.00,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,False,5,0,0,0,0,0,7,0,720387,0,0,,,0.0,0,-136544,181,136725,58,False,0
Leny Yoro,DEF,Man Utd,1.3,0,0,0,0,0,0.0,0,444,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,17,0,0,0,0,0,7,0,240327,0,0,,,0.0,0,-17008,3295,20303,45,True,0
Kendry Páez Andrade,MID,Chelsea,0.0,0,0,0,0,0,0.0,0,248,0.00,0.00,0.00,0.00,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,False,12,0,0,0,0,0,7,0,661,0,0,,,0.0,0,-24,0,24,45,True,0
Dane Scarlett,FWD,Spurs,0.5,0,0,0,0,0,0.0,0,599,0.00,0.00,0.00,0.00,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,False,11,0,0,0,0,0,7,0,80631,0,0,,,0.0,0,-2692,2685,5377,44,False,0
Yasin Ayari,MID,Brighton,3.0,0,0,0,0,0,0.0,0,166,0.00,0.00,0.00,0.00,70,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,20,0,0,0,0,0,7,0,40727,0,0,,,0.0,0,5194,8740,3546,49,False,0
Joël Veltman,DEF,Brighton,0.0,0,0,0,0,0,0.0,0,152,0.00,0.00,0.00,0.00,70,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,20,0,0,0,0,0,7,0,20336,0,0,,,0.0,0,-2577,511,3088,44,False,0
Jenson Seelt,DEF,Sunderland,0.0,0,0,0,0,0,0.0,0,542,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,14,0,0,0,0,0,7,0,17000,0,0,,,0.0,0,-1381,0,1381,40,False,0
Mohammed Kudus,MID,Spurs,3.5,0,0,0,0,0,0.0,0,582,0.00,0.00,0.00,0.00,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,False,11,0,0,0,0,0,7,0,3779814,0,0,,,0.0,0,-110254,114837,225091,67,False,0
Brayden Clarke,DEF,Arsenal,0.5,0,0,0,0,0,0.0,0,13,0.00,0.00,0.00,0.00,61,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,19,0,0,0,0,0,7,0,59227,0,0,,,0.0,0,-1654,2098,3752,39,True,0
Harrison Ashby,DEF,Newcastle,0.5,0,0,0,0,0,0.0,0,482,0.00,0.00,0.00,0.00,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,16,0,0,0,0,0,7,0,20054,0,0,,,0.0,0,-649,343,992,39,True,0
Anthony Gordon,MID,Newcastle,1.3,0,0,0,0,0,0.0,0,485,0.00,0.00,0.00,0.00,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,16,0,0,0,0,0,7,0,280033,0,0,,,0.0,0,137866,150491,12625,74,True,0
Tawanda Chirewa,MID,Wolves,0.0,0,0,0,0,0,0.0,0,650,0.00,0.00,0.00,0.00,70,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,6,0,0,0,0,0,7,0,36581,0,0,,,0.0,0,-1169,1237,2406,44,True,0
Romaine Mundle,MID,Sunderland,0.0,0,0,0,0,0,0.0,0,548,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,14,0,0,0,0,0,7,0,540,0,0,,,0.0,0,-12,11,23,49,False,0
Noah Sadiki,MID,Sunderland,1.0,0,0,0,0,0,0.0,0,552,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,14,0,0,0,0,0,7,0,6330,0,0,,,0.0,0,155,583,428,50,False,0
Kevin Santos Lopes de Macedo,MID,Fulham,0.8,0,0,6,0,1,5.8,2,731,0.01,0.04,0.03,0.67,63,3,0,2.0,7.2,2025-10-03T19:00:00Z,23,False,4,0,0,0,1,0,7,0,10264,0,0,1,3,7.0,1,-1806,837,2643,60,False,0
Adama Traoré Diarra,MID,Fulham,1.0,0,0,4,0,0,0.9,1,326,0.01,0.01,0.00,0.52,63,1,0,0.5,2.2,2025-10-03T19:00:00Z,4,False,4,0,0,0,1,0,7,0,20764,0,0,1,3,2.0,1,-779,647,1426,53,False,0
Will Dennis,GK,Bournemouth,0.0,0,0,0,0,0,0.0,0,68,0.00,0.00,0.00,0.00,63,0,0,0.0,0.0,2025-10-03T19:00:00Z,0,False,10,0,0,0,0,0,7,0,128854,0,0,1,3,0.0,0,-3034,2032,5066,40,True,0
Patrick Bamford,FWD,Leeds,0.0,0,0,0,0,0,0.0,0,363,0.00,0.00,0.00,0.00,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,False,18,0,0,0,0,0,7,0,64477,0,0,,,0.0,0,-7277,0,7277,49,True,0
Stefan Ortega Moreno,GK,Man City,0.5,0,0,0,0,0,0.0,0,400,0.00,0.00,0.00,0.00,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,False,5,0,0,0,0,0,7,0,22267,0,0,,,0.0,0,-764,104,868,48,False,0
Sebastiaan Bornauw,DEF,Leeds,-0.5,0,0,0,0,0,0.0,0,345,0.00,0.00,0.00,0.00,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,False,18,0,0,0,0,0,7,0,9465,0,0,,,0.0,0,-399,463,862,39,True,0
Leon Chiwome,FWD,Wolves,0.0,0,0,0,0,0,0.0,0,657,0.00,0.00,0.00,0.00,70,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,6,0,0,0,0,0,7,0,3966,0,0,,,0.0,0,-16,254,270,45,True,0
Darwin Núñez Ribeiro,FWD,Liverpool,0.0,0,0,0,0,0,0.0,0,397,0.00,0.00,0.00,0.00,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,False,7,0,0,0,0,0,7,0,8735,0,0,,,0.0,0,-159,0,159,65,False,0
Brandon Austin,GK,Spurs,0.5,0,0,0,0,0,0.0,0,566,0.00,0.00,0.00,0.00,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,False,11,0,0,0,0,0,7,0,29082,0,0,,,0.0,0,-697,267,964,40,False,0
Yerson Mosquera Valdelamar,DEF,Wolves,0.8,0,0,0,0,0,0.0,0,634,0.00,0.00,0.00,0.00,70,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,6,0,0,0,0,0,7,0,6202,0,0,,,0.0,0,-198,127,325,44,True,0
Adam Webster,DEF,Brighton,0.0,0,0,0,0,0,0.0,0,153,0.00,0.00,0.00,0.00,70,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,20,0,0,0,0,0,7,0,858,0,0,,,0.0,0,-42,22,64,44,False,0
Joe Gelhardt,MID,Leeds,0.0,0,0,0,0,0,0.0,0,360,0.00,0.00,0.00,0.00,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,False,18,0,0,0,0,0,7,0,1371,0,0,,,0.0,0,-97,0,97,45,True,0
Nayef Aguerd,DEF,West Ham,0.0,0,0,0,0,0,0.0,0,607,0.00,0.00,0.00,0.00,61,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,1,0,0,0,0,0,7,0,6748,0,0,,,0.0,0,-449,0,449,44,False,0
Jay Matete,MID,Sunderland,-0.5,0,0,0,0,0,0.0,0,558,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,14,0,0,0,0,0,7,0,28271,0,0,,,0.0,0,-291,1709,2000,44,False,0
Bashir Humphreys,DEF,Burnley,-0.5,0,0,0,0,0,0.0,0,193,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,2,0,0,0,0,0,7,0,7017,0,0,,,0.0,0,-101,214,315,40,False,0
Ben Gannon-Doak,MID,Bournemouth,1.2,1,0,16,0,0,11.0,1,391,0.05,0.05,0.00,0.23,63,0,0,3.4,19.0,2025-10-03T19:00:00Z,12,False,10,0,0,0,0,0,7,0,5440,0,1,1,3,4.0,4,-240,135,375,49,True,0
Dejan Kulusevski,MID,Spurs,0.0,0,0,0,0,0,0.0,0,583,0.00,0.00,0.00,0.00,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,False,11,0,0,0,0,0,7,0,1478,0,0,,,0.0,0,-19,41,60,64,False,0
Alexis Mac Allister,MID,Liverpool,1.7,0,0,0,0,0,0.0,0,386,0.00,0.00,0.00,0.00,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,False,7,0,0,0,0,0,7,0,159012,0,0,,,0.0,0,-7392,3643,11035,63,False,0
Donyell Malen,MID,Aston Villa,1.3,0,0,0,0,0,0.0,0,53,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,3,0,0,0,0,0,7,0,67137,0,0,,,0.0,0,-5586,3046,8632,51,True,0
Alex Iwobi,MID,Fulham,5.0,0,0,16,0,0,37.4,7,324,0.11,0.23,0.12,0.60,63,2,0,6.3,14.6,2025-10-03T19:00:00Z,85,False,4,0,0,0,7,0,7,0,211328,1,0,1,3,11.0,2,-993,20706,21699,65,False,0
Pedro Lomba Neto,MID,Chelsea,0.7,0,0,0,0,0,0.0,0,236,0.00,0.00,0.00,0.00,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,False,12,0,0,0,0,0,7,0,484399,0,0,,,0.0,0,-56960,10898,67858,70,True,0
Jordan Henderson,MID,Brentford,3.0,0,0,0,0,0,0.0,0,124,0.00,0.00,0.00,0.00,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,False,13,0,0,0,0,0,7,0,51070,0,0,,,0.0,0,8203,11713,3510,50,True,0
Joe Gauci,GK,Aston Villa,0.0,0,0,0,0,0,0.0,0,34,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,3,0,0,0,0,0,7,0,17159,0,0,,,0.0,0,-905,0,905,40,True,0
Daniel Muñoz Mejía,DEF,Crystal Palace,2.2,0,0,0,0,0,0.0,0,256,0.00,0.00,0.00,0.00,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,9,0,0,0,0,0,7,0,1494167,0,0,,,0.0,0,-10284,79290,89574,56,False,0
Lino da Cruz Sousa,DEF,Aston Villa,0.5,0,0,0,0,0,0.0,0,45,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,3,0,0,0,0,0,7,0,38955,0,0,,,0.0,0,-710,1067,1777,40,True,0
Sam Greenwood,MID,Leeds,0.0,0,0,0,0,0,0.0,0,355,0.00,0.00,0.00,0.00,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,False,18,0,0,0,0,0,7,0,5328,0,0,,,0.0,0,-337,0,337,49,True,0
George Earthy,MID,West Ham,0.0,0,0,0,0,0,0.0,0,620,0.00,0.00,0.00,0.00,61,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,1,0,0,0,0,0,7,0,7390,0,0,,,0.0,0,-169,391,560,45,False,0
Endo Wataru,MID,Liverpool,0.5,0,0,0,0,0,0.0,0,392,0.00,0.00,0.00,0.00,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,False,7,0,0,0,0,0,7,0,12354,0,0,,,0.0,0,-391,411,802,49,False,0
Bernardo Mota Veiga de Carvalho e Silva,MID,Man City,2.5,0,0,0,0,0,0.0,0,416,0.00,0.00,0.00,0.00,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,False,5,0,0,0,0,0,7,0,73672,0,0,,,0.0,0,-5027,2715,7742,64,False,0
Alex Scott,MID,Bournemouth,4.2,0,0,18,0,3,6.3,15,90,0.02,0.14,0.12,0.89,63,1,0,2.4,11.4,2025-10-03T19:00:00Z,90,False,10,0,0,0,10,0,7,0,41039,1,2,1,3,6.0,4,279,5737,5458,50,True,0
Garang Kuol,MID,Newcastle,0.0,0,0,0,0,0,0.0,0,496,0.00,0.00,0.00,0.00,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,16,0,0,0,0,0,7,0,6306,0,0,,,0.0,0,-748,0,748,44,True,0
Elyh Harrison,GK,Man Utd,0.0,0,0,0,0,0,0.0,0,433,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,17,0,0,0,0,0,7,0,250,0,0,,,0.0,0,-6,0,6,40,True,0
Jeremy Sarmiento Morante,MID,Brighton,0.0,0,0,0,0,0,0.0,0,171,0.00,0.00,0.00,0.00,70,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,20,0,0,0,0,0,7,0,2346,0,0,,,0.0,0,-108,0,108,49,False,0
Vitalii Mykolenko,DEF,Everton,0.5,0,0,0,0,0,0.0,0,292,0.00,0.00,0.00,0.00,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,8,0,0,0,0,0,7,0,44680,0,0,,,0.0,0,-1211,2208,3419,49,True,0
Brajan Gruda,MID,Brighton,1.8,0,0,0,0,0,0.0,0,162,0.00,0.00,0.00,0.00,70,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,20,0,0,0,0,0,7,0,10528,0,0,,,0.0,0,324,1317,993,54,False,0
Cole Palmer,MID,Chelsea,0.0,0,0,0,0,0,0.0,0,235,0.00,0.00,0.00,0.00,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,False,12,0,0,0,0,0,7,0,1464891,0,0,,,0.0,0,-307798,2446,310244,103,True,0
Francisco Evanilson de Lima Barbosa,FWD,Bournemouth,2.8,0,0,6,0,0,12.8,4,97,0.04,0.31,0.27,0.89,63,1,0,4.8,3.2,2025-10-03T19:00:00Z,90,False,10,0,0,0,4,0,7,0,388234,1,0,1,3,32.0,2,-30906,35548,66454,70,True,0
Keane Lewis-Potter,DEF,Brentford,0.3,0,0,0,0,0,0.0,0,107,0.00,0.00,0.00,0.00,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,False,13,0,0,0,0,0,7,0,43823,0,0,,,0.0,0,-3415,887,4302,50,True,0
Sven Botman,DEF,Newcastle,3.5,0,0,0,0,0,0.0,0,475,0.00,0.00,0.00,0.00,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,16,0,0,0,0,0,7,0,65160,0,0,,,0.0,0,7829,10873,3044,49,True,0
Enes Ünal,FWD,Bournemouth,0.0,0,0,0,0,0,0.0,0,98,0.00,0.00,0.00,0.00,63,0,0,0.0,0.0,2025-10-03T19:00:00Z,0,False,10,0,0,0,0,0,7,0,1222,0,0,1,3,0.0,0,-36,38,74,54,True,0
Rio Cardines,MID,Crystal Palace,0.0,0,0,0,0,0,0.0,0,690,0.00,0.00,0.00,0.00,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,9,0,0,0,0,0,7,0,48194,0,0,,,0.0,0,15287,19344,4057,44,False,0
Stefanos Tzimas,FWD,Brighton,0.5,0,0,0,0,0,0.0,0,180,0.00,0.00,0.00,0.00,70,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,20,0,0,0,0,0,7,0,12015,0,0,,,0.0,0,-531,504,1035,54,False,0
Lukas Nmecha,FWD,Leeds,0.3,0,0,0,0,0,0.0,0,365,0.00,0.00,0.00,0.00,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,False,18,0,0,0,0,0,7,0,91131,0,0,,,0.0,0,-4958,6709,11667,50,True,0
Ashley Barnes,FWD,Burnley,-0.5,0,0,0,0,0,0.0,0,218,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,2,0,0,0,0,0,7,0,179289,0,0,,,0.0,0,-9919,5862,15781,44,False,0
Matthew Cox,GK,Brentford,-0.5,0,0,0,0,0,0.0,0,103,0.00,0.00,0.00,0.00,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,False,13,0,0,0,0,0,7,0,17303,0,0,,,0.0,0,-456,220,676,40,True,0
Jaydon Banel,MID,Burnley,-0.5,0,0,0,0,0,0.0,0,213,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,2,0,0,0,0,0,7,0,5135,0,0,,,0.0,0,93,526,433,45,False,0
Dan Burn,DEF,Newcastle,4.3,0,0,0,0,0,0.0,0,476,0.00,0.00,0.00,0.00,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,16,0,0,0,0,0,7,0,875663,0,0,,,0.0,0,129182,164015,34833,50,True,0
Kaelan Casey,DEF,West Ham,0.0,0,0,0,0,0,0.0,0,611,0.00,0.00,0.00,0.00,61,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,1,0,0,0,0,0,7,0,11600,0,0,,,0.0,0,-498,0,498,40,False,0
Alisson Becker,GK,Liverpool,0.0,0,0,0,0,0,0.0,0,366,0.00,0.00,0.00,0.00,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,False,7,0,0,0,0,0,7,0,1088830,0,0,,,0.0,0,-183719,13516,197235,55,False,0
Jayden Bogle,DEF,Leeds,1.7,0,0,0,0,0,0.0,0,342,0.00,0.00,0.00,0.00,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,False,18,0,0,0,0,0,7,0,23375,0,0,,,0.0,0,612,1707,1095,45,True,0
Benjamin Lecomte,GK,Fulham,0.0,0,0,0,0,0,0.0,0,664,0.00,0.00,0.00,0.00,63,0,0,0.0,0.0,2025-10-03T19:00:00Z,0,False,4,0,0,0,0,0,7,0,82374,0,0,1,3,0.0,0,-2234,316,2550,40,False,0
Granit Xhaka,MID,Sunderland,4.0,0,0,0,0,0,0.0,0,668,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,14,0,0,0,0,0,7,0,459044,0,0,,,0.0,0,98370,117307,18937,50,False,0
Levi Samuels Colwill,DEF,Chelsea,0.0,0,0,0,0,0,0.0,0,227,0.00,0.00,0.00,0.00,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,False,12,0,0,0,0,0,7,0,15368,0,0,,,0.0,0,-528,54,582,48,True,0
Wes Foderingham,GK,West Ham,0.0,0,0,0,0,0,0.0,0,601,0.00,0.00,0.00,0.00,61,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,1,0,0,0,0,0,7,0,45043,0,0,,,0.0,0,-2991,0,2991,40,False,0
Abdoullah Ba,MID,Sunderland,-0.5,0,0,0,0,0,0.0,0,554,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,14,0,0,0,0,0,7,0,24686,0,0,,,0.0,0,-812,1064,1876,44,False,0
Ola Aina,DEF,Nott'm Forest,0.0,0,0,0,0,0,0.0,0,507,0.00,0.00,0.00,0.00,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,15,0,0,0,0,0,7,0,446200,0,0,,,0.0,0,-93864,56,93920,48,False,0
