id,xP
166,2.7
167,0.5
169,0.5
170,1.5
171,0.0
172,-0.5
173,0.5
174,0.0
175,-0.5
176,0.0
177,0.0
178,3.5
179,0.0
180,0.0
181,-0.5
168,0.0
220,2.0
221,0.7
222,0.0
223,0.5
224,2.3
225,2.7
226,5.7
227,0.0
228,2.3
229,0.2
230,0.0
231,0.0
232,0.0
233,0.4
234,0.0
235,0.0
236,2.5
237,7.0
238,2.3
239,1.0
240,0.0
241,6.0
243,1.3
244,0.5
245,0.0
246,1.3
247,0.0
248,0.0
249,5.5
250,0.0
251,0.0
252,0.5
453,0.7
672,1.0
253,3.2
254,0.0
255,-1.0
256,3.5
257,4.8
258,5.0
259,-1.0
260,7.8
261,4.5
262,0.0
263,-0.8
264,0.0
265,0.0
267,3.5
268,0.0
269,-1.0
270,1.0
271,3.0
272,0.2
273,1.8
274,-1.0
275,-1.0
276,0.0
277,0.0
278,0.0
279,0.0
280,0.0
281,-1.0
282,0.0
283,2.8
284,0.2
285,0.0
286,-1.0
690,-1.0
712,1.0
723,-1.0
732,-0.7
242,3.8
287,2.0
288,0.0
289,0.0
290,0.0
291,3.5
292,0.5
293,2.0
294,0.2
295,2.5
296,0.0
297,0.0
298,0.0
299,4.5
300,0.0
301,0.5
302,3.8
303,3.2
304,0.8
305,0.0
306,0.0
307,0.0
308,0.0
309,0.0
310,0.8
311,2.5
312,0.0
313,0.0
419,3.2
630,0.0
667,0.0
704,0.0
705,0.0
707,0.2
728,0.0
314,2.8
315,0.0
316,0.2
317,4.2
318,3.5
319,0.0
320,0.0
321,0.2
322,2.8
323,0.0
324,4.2
325,0.8
326,0.5
327,0.0
328,2.5
329,2.8
330,2.0
331,0.5
332,2.0
333,0.0
334,0.0
335,1.0
336,0.0
337,0.8
338,2.0
664,0.0
727,0.0
731,0.2
737,0.0
339,-0.5
340,-0.5
341,1.5
342,3.3
343,3.3
344,-0.5
345,-0.5
346,-0.5
347,3.0
348,4.5
349,0.0
350,2.5
351,0.0
352,0.5
353,0.0
354,1.7
355,0.0
356,0.5
357,0.0
358,0.0
359,0.0
360,0.0
361,0.0
362,-0.5
363,0.0
364,0.0
365,0.7
493,5.5
660,4.7
665,0.0
691,3.5
698,2.5
706,0.0
741,-0.5
366,5.5
367,1.0
368,1.0
369,1.0
370,2.2
371,3.8
372,1.2
373,6.5
374,6.5
375,1.8
376,1.2
377,0.0
378,1.0
379,1.0
380,1.0
381,5.8
382,3.0
383,0.0
384,3.2
385,2.8
386,3.0
387,6.5
388,2.5
390,8.0
392,1.0
393,0.0
394,0.0
395,0.0
396,1.0
397,0.0
398,1.0
499,1.8
661,0.0
686,1.5
692,0.0
182,1.5
399,0.0
400,1.0
401,1.0
402,0.0
403,4.0
404,0.0
405,1.8
406,0.0
407,4.8
408,3.8
409,1.5
410,1.5
411,4.8
412,0.0
413,0.0
414,5.0
415,2.0
416,3.5
417,0.0
418,7.0
420,0.0
421,3.2
422,0.5
423,2.0
424,2.0
425,0.0
427,5.0
428,0.0
429,1.0
430,12.8
736,4.0
739,1.0
740,1.0
742,2.1
119,4.2
431,1.8
432,0.0
433,0.0
434,0.0
435,0.0
436,1.8
437,0.0
438,0.0
439,0.0
440,1.2
441,1.5
442,3.2
443,1.2
444,1.0
445,0.0
446,0.0
447,0.0
448,0.0
449,5.2
450,1.0
451,0.0
452,0.0
454,0.0
455,0.8
457,0.0
458,1.0
459,1.8
460,0.0
461,0.0
462,0.0
463,0.0
464,0.0
465,0.0
466,0.8
467,0.0
468,0.0
681,3.0
733,0.0
52,0.0
135,0.0
469,4.8
471,0.0
472,0.0
473,2.0
474,0.9
475,4.2
476,5.2
477,4.5
478,3.5
479,0.0
480,0.2
481,0.0
482,0.0
483,0.0
484,0.0
485,0.0
486,0.8
487,1.2
488,1.2
489,3.0
490,0.8
491,2.2
492,0.0
494,1.0
495,0.0
496,0.0
497,1.0
498,0.0
500,1.0
501,0.0
674,0.0
684,1.8
689,0.0
714,3.7
12,1.5
426,1.3
502,2.5
503,0.0
504,0.0
505,1.7
506,0.8
507,0.0
508,3.5
509,0.0
510,0.5
511,1.5
512,0.0
513,0.5
514,0.5
515,2.3
516,1.7
517,3.7
518,0.0
519,0.5
520,0.0
521,2.3
522,0.7
523,0.0
524,0.0
525,2.3
526,1.3
527,0.5
669,2.0
675,0.5
693,1.0
696,1.5
699,0.0
715,0.5
716,0.5
729,0.0
734,1.8
528,-0.5
529,-0.5
530,-0.5
531,0.0
532,4.0
533,-0.1
534,-0.5
535,0.0
536,0.0
537,0.0
538,-0.5
539,-0.5
540,-0.5
541,0.0
542,0.0
543,0.7
544,0.0
545,0.0
546,0.0
547,3.5
548,0.0
549,-0.3
550,-0.5
551,0.3
552,1.5
553,2.3
554,-0.5
555,0.0
556,0.0
557,-0.5
558,-0.5
559,0.0
560,4.7
561,0.3
562,-0.5
563,0.0
564,0.0
668,5.0
670,7.0
678,-0.3
683,8.0
694,5.5
724,0.5
730,0.2
735,-0.2
565,3.5
566,0.0
567,0.0
568,3.0
569,4.5
570,0.2
571,0.0
572,0.0
573,2.2
574,1.2
575,4.5
576,0.0
577,0.0
578,0.0
579,0.0
580,1.0
581,0.0
582,3.5
583,0.0
584,1.2
585,1.5
586,4.2
587,0.0
588,1.2
589,0.0
590,0.0
591,0.2
592,0.0
593,2.6
594,0.0
595,0.0
596,0.0
597,3.5
598,0.0
599,0.0
673,4.8
717,2.7
726,0.0
149,0.0
600,0.2
601,0.0
602,0.0
603,3.5
604,0.0
605,2.2
606,3.0
607,0.0
608,0.0
609,0.0
610,0.0
611,0.0
612,3.2
613,0.0
614,1.8
615,2.8
616,0.0
617,0.0
618,0.0
619,0.5
620,0.0
621,0.5
622,0.0
623,0.0
624,5.0
625,0.8
626,0.0
659,2.0
671,2.2
679,2.0
708,1.8
718,0.7
738,0.0
627,1.2
628,0.5
629,0.0
631,2.2
632,0.0
633,2.5
634,0.8
635,2.2
636,3.8
637,1.8
638,0.0
639,0.0
640,0.0
641,0.0
642,2.5
643,2.0
644,1.0
645,1.2
646,2.8
647,0.0
648,2.5
649,0.0
650,0.0
651,0.0
652,0.0
653,0.0
654,0.8
655,0.0
656,0.0
657,0.0
658,0.0
663,2.5
682,1.0
695,1.0
709,2.5
720,1.7
